latent_source,pooling,cluster_hist_bins,model,roc_mean,roc_std,roc_median,roc_iqr,roc_min,roc_max,roc_p2p5,roc_p97p5,pr_mean,pr_std,pr_median,pr_iqr,pr_min,pr_max,pr_p2p5,pr_p97p5
monai_ae,cluster_hist,64,rbf_svc,0.7955,0.07084115202946434,0.7952380952380953,0.09999999999999987,0.6285714285714286,0.95,0.6666666666666666,0.924047619047619,0.830825013062562,0.06909568011342355,0.8413487436808671,0.08767234643330646,0.6399392998808384,0.959297565179918,0.6848511533332757,0.9455900488400487
