feature_set,model,roc_mean,roc_std,roc_median,roc_iqr,roc_min,roc_max,roc_p2p5,roc_p97p5,pr_mean,pr_std,pr_median,pr_iqr,pr_min,pr_max,pr_p2p5,pr_p97p5
clinical_only(age_minmax_train sex_M0_F1),logistic_balanced,0.7499047619047619,0.08075460434209916,0.7607142857142857,0.10059523809523818,0.5523809523809524,0.9023809523809523,0.5708333333333333,0.8859523809523808,0.7559428236071442,0.08260903843437353,0.7612328050745065,0.1040984877389276,0.5411452382040617,0.9239243943191311,0.5943896632611281,0.9033212759462758
