latent_source,pooling,model,roc_mean,roc_std,roc_median,roc_iqr,roc_min,roc_max,roc_p2p5,roc_p97p5,pr_mean,pr_std,pr_median,pr_iqr,pr_min,pr_max,pr_p2p5,pr_p97p5
plain_ae,p90_p10_vol_mm,logistic_en_C0.1_r0.2,0.8739999999999999,0.05640162105066535,0.8761904761904762,0.08690476190476182,0.738095238095238,0.9904761904761905,0.7641666666666668,0.9714285714285715,0.8765777127300873,0.06318546665251598,0.8851081244463597,0.10346220944518159,0.6977610206557575,0.9913888888888889,0.7521763720947493,0.9739334195216548
